Region,City,City county
Grad Beograd,Beograd-Barajevo,Arnajevo
Grad Beograd,Beograd-Barajevo,Barajevo
Grad Beograd,Beograd-Barajevo,Baćevac
Grad Beograd,Beograd-Barajevo,Beljina
Grad Beograd,Beograd-Barajevo,Boždarevac
Grad Beograd,Beograd-Barajevo,Veliki Borak
Grad Beograd,Beograd-Barajevo,Vranić
Grad Beograd,Beograd-Barajevo,Guncati
Grad Beograd,Beograd-Barajevo,Lisović
Grad Beograd,Beograd-Barajevo,Manić
Grad Beograd,Beograd-Barajevo,Meljak
Grad Beograd,Beograd-Barajevo,Rožanci
Grad Beograd,Beograd-Barajevo,Šiljakovac
Grad Beograd,Beograd-Voždovac,Beli Potok
Grad Beograd,Beograd-Voždovac, Voždovac
Grad Beograd,Beograd-Voždovac,Zuce
Grad Beograd,Beograd-Voždovac,Pinosava
Grad Beograd,Beograd-Voždovac,Ripanj
Grad Beograd,Beograd-Vračar, Vračar
Grad Beograd,Beograd-Grocka,Begaljica
Grad Beograd,Beograd-Grocka,Boleč
Grad Beograd,Beograd-Grocka,Brestovik
Grad Beograd,Beograd-Grocka,Vinča
Grad Beograd,Beograd-Grocka,Vrčin
Grad Beograd,Beograd-Grocka,Grocka
Grad Beograd,Beograd-Grocka,Dražanj
Grad Beograd,Beograd-Grocka,Živkovac
Grad Beograd,Beograd-Grocka,Zaklopača
Grad Beograd,Beograd-Grocka,Kaluđerica
Grad Beograd,Beograd-Grocka,Kamendol
Grad Beograd,Beograd-Grocka,Leštane
Grad Beograd,Beograd-Grocka,Pudarci
Grad Beograd,Beograd-Grocka,Ritopek
Grad Beograd,Beograd-Grocka,Umčari
Grad Beograd,Beograd-Zvezdara, Zvezdara
Grad Beograd,Beograd-Zemun, Zemun
Grad Beograd,Beograd-Zemun,Ugrinovci
Grad Beograd,Beograd-Lazarevac,Arapovac
Grad Beograd,Beograd-Lazarevac,Barzilovica
Grad Beograd,Beograd-Lazarevac,Baroševac
Grad Beograd,Beograd-Lazarevac,Bistrica
Grad Beograd,Beograd-Lazarevac,Brajkovac
Grad Beograd,Beograd-Lazarevac,Burovo
Grad Beograd,Beograd-Lazarevac,Veliki Crljeni
Grad Beograd,Beograd-Lazarevac,Vrbovno
Grad Beograd,Beograd-Lazarevac,Vreoci
Grad Beograd,Beograd-Lazarevac,Dren
Grad Beograd,Beograd-Lazarevac,Dudovica
Grad Beograd,Beograd-Lazarevac,Županjac
Grad Beograd,Beograd-Lazarevac,Zeoke
Grad Beograd,Beograd-Lazarevac,Junkovac
Grad Beograd,Beograd-Lazarevac,Kruševica
Grad Beograd,Beograd-Lazarevac,Lazarevac
Grad Beograd,Beograd-Lazarevac,Leskovac
Grad Beograd,Beograd-Lazarevac,Lukavica
Grad Beograd,Beograd-Lazarevac,Mali Crljeni
Grad Beograd,Beograd-Lazarevac,Medoševac
Grad Beograd,Beograd-Lazarevac,Mirosaljci
Grad Beograd,Beograd-Lazarevac,Petka
Grad Beograd,Beograd-Lazarevac,Prkosava
Grad Beograd,Beograd-Lazarevac,Rudovci
Grad Beograd,Beograd-Lazarevac,Sakulja
Grad Beograd,Beograd-Lazarevac,Sokolovo
Grad Beograd,Beograd-Lazarevac,Stepojevac
Grad Beograd,Beograd-Lazarevac,Strmovo
Grad Beograd,Beograd-Lazarevac,Stubica
Grad Beograd,Beograd-Lazarevac,Trbušnica
Grad Beograd,Beograd-Lazarevac,Cvetovac
Grad Beograd,Beograd-Lazarevac,Čibutkovica
Grad Beograd,Beograd-Lazarevac,Šopić
Grad Beograd,Beograd-Lazarevac,Šušnjar
Grad Beograd,Beograd-Mladenovac,Amerić
Grad Beograd,Beograd-Mladenovac,Beluće
Grad Beograd,Beograd-Mladenovac,Beljevac
Grad Beograd,Beograd-Mladenovac,Velika Ivanča
Grad Beograd,Beograd-Mladenovac,Velika Krsna
Grad Beograd,Beograd-Mladenovac,Vlaška
Grad Beograd,Beograd-Mladenovac,Granice
Grad Beograd,Beograd-Mladenovac,Dubona
Grad Beograd,Beograd-Mladenovac,Jagnjilo
Grad Beograd,Beograd-Mladenovac,Kovačevac
Grad Beograd,Beograd-Mladenovac,Koraćica
Grad Beograd,Beograd-Mladenovac,Mala Vrbica
Grad Beograd,Beograd-Mladenovac,Markovac
Grad Beograd,Beograd-Mladenovac,Međulužje
Grad Beograd,Beograd-Mladenovac,Mladenovac varoš
Grad Beograd,Beograd-Mladenovac,Mladenovac selo
Grad Beograd,Beograd-Mladenovac,Pružatovac
Grad Beograd,Beograd-Mladenovac,Rabrovac
Grad Beograd,Beograd-Mladenovac,Rajkovac
Grad Beograd,Beograd-Mladenovac,Senaja
Grad Beograd,Beograd-Mladenovac,Crkvine
Grad Beograd,Beograd-Mladenovac,Šepšin
Grad Beograd,Beograd-Novi Beograd, Novi 
Grad Beograd,Beograd-Obrenovac,Baljevac
Grad Beograd,Beograd-Obrenovac,Barič
Grad Beograd,Beograd-Obrenovac,Belo Polje
Grad Beograd,Beograd-Obrenovac,Brgulice
Grad Beograd,Beograd-Obrenovac,Brović
Grad Beograd,Beograd-Obrenovac,Veliko Polje
Grad Beograd,Beograd-Obrenovac,Vukićevica
Grad Beograd,Beograd-Obrenovac,Grabovac
Grad Beograd,Beograd-Obrenovac,Draževac
Grad Beograd,Beograd-Obrenovac,Dren
Grad Beograd,Beograd-Obrenovac,Zabrežje
Grad Beograd,Beograd-Obrenovac,Zvečka
Grad Beograd,Beograd-Obrenovac,Jasenak
Grad Beograd,Beograd-Obrenovac,Konatice
Grad Beograd,Beograd-Obrenovac,Krtinska
Grad Beograd,Beograd-Obrenovac,Ljubinić
Grad Beograd,Beograd-Obrenovac,Mala Moštanica
Grad Beograd,Beograd-Obrenovac,Mislođin
Grad Beograd,Beograd-Obrenovac,Obrenovac
Grad Beograd,Beograd-Obrenovac,Orašac
Grad Beograd,Beograd-Obrenovac,Piroman
Grad Beograd,Beograd-Obrenovac,Poljane
Grad Beograd,Beograd-Obrenovac,Ratari
Grad Beograd,Beograd-Obrenovac,Rvati
Grad Beograd,Beograd-Obrenovac,Skela
Grad Beograd,Beograd-Obrenovac,Stubline
Grad Beograd,Beograd-Obrenovac,Trstenica
Grad Beograd,Beograd-Obrenovac,Urovci
Grad Beograd,Beograd-Obrenovac,Ušće
Grad Beograd,Beograd-Palilula, Palilula
Grad Beograd,Beograd-Palilula,Borča
Grad Beograd,Beograd-Palilula,Veliko Selo
Grad Beograd,Beograd-Palilula,Dunavac
Grad Beograd,Beograd-Palilula,Kovilovo
Grad Beograd,Beograd-Palilula,Ovča
Grad Beograd,Beograd-Palilula,Padinska Skela
Grad Beograd,Beograd-Palilula,Slanci
Grad Beograd,Beograd-Rakovica, Rakovica
Grad Beograd,Beograd-Savski Venac, Savski Venac
Grad Beograd,Beograd-Sopot,Babe
Grad Beograd,Beograd-Sopot,Guberevac
Grad Beograd,Beograd-Sopot,Drlupa
Grad Beograd,Beograd-Sopot,Dučina
Grad Beograd,Beograd-Sopot,Đurinci
Grad Beograd,Beograd-Sopot,Mala Ivanča
Grad Beograd,Beograd-Sopot,Mali Požarevac
Grad Beograd,Beograd-Sopot,Nemenikuće
Grad Beograd,Beograd-Sopot,Parcani
Grad Beograd,Beograd-Sopot,Popović
Grad Beograd,Beograd-Sopot,Ralja
Grad Beograd,Beograd-Sopot,Rogača
Grad Beograd,Beograd-Sopot,Ropočevo
Grad Beograd,Beograd-Sopot,Sibnica
Grad Beograd,Beograd-Sopot,Slatina
Grad Beograd,Beograd-Sopot,Sopot
Grad Beograd,Beograd-Sopot,Stojnik
Grad Beograd,Beograd-Stari Grad, Stari Grad
Grad Beograd,Beograd-Surčin,Bečmen
Grad Beograd,Beograd-Surčin,Boljevci
Grad Beograd,Beograd-Surčin,Dobanovci
Grad Beograd,Beograd-Surčin,Jakovo
Grad Beograd,Beograd-Surčin,Petrovčić
Grad Beograd,Beograd-Surčin,Progar
Grad Beograd,Beograd-Surčin,Surčin
Grad Beograd,Beograd-Čukarica, Čukarica
Grad Beograd,Beograd-Čukarica,Velika Moštanica
Grad Beograd,Beograd-Čukarica,Ostružnica
Grad Beograd,Beograd-Čukarica,Pećani
Grad Beograd,Beograd-Čukarica,Rucka
Grad Beograd,Beograd-Čukarica,Rušanj
Grad Beograd,Beograd-Čukarica,Sremčica
Grad Beograd,Beograd-Čukarica,Umka
Severno-bački okrug, Bačka Topola,Bagremovo
Severno-bački okrug, Bačka Topola,Bajša
Severno-bački okrug, Bačka Topola,Bačka Topola
Severno-bački okrug, Bačka Topola,Bački Sokolac
Severno-bački okrug, Bačka Topola,Bogaraš
Severno-bački okrug, Bačka Topola,Gornja Rogatica
Severno-bački okrug, Bačka Topola,Gunaroš
Severno-bački okrug, Bačka Topola,Zobnatica
Severno-bački okrug, Bačka Topola,Kavilo
Severno-bački okrug, Bačka Topola,Karađorđevo
Severno-bački okrug, Bačka Topola,Krivaja
Severno-bački okrug, Bačka Topola,Mali Beograd
Severno-bački okrug, Bačka Topola,Mićunovo
Severno-bački okrug, Bačka Topola,Novo Orahovo
Severno-bački okrug, Bačka Topola,Njegoševo
Severno-bački okrug, Bačka Topola,Obornjača
Severno-bački okrug, Bačka Topola,Orešković
Severno-bački okrug, Bačka Topola,Panonija
Severno-bački okrug, Bačka Topola,Pačir
Severno-bački okrug, Bačka Topola,Pobeda
Severno-bački okrug, Bačka Topola,Svetićevo
Severno-bački okrug, Bačka Topola,Srednji Salaš
Severno-bački okrug, Bačka Topola,Stara Moravica
Severno-bački okrug, Mali Iđoš,Lovćenac
Severno-bački okrug, Mali Iđoš,Mali Iđoš
Severno-bački okrug, Mali Iđoš,Feketić
Severno-bački okrug,Subotica,Bajmok
Severno-bački okrug,Subotica,Bački Vinogradi
Severno-bački okrug,Subotica,Bačko Dušanovo
Severno-bački okrug,Subotica,Bikovo
Severno-bački okrug,Subotica,Višnjevac
Severno-bački okrug,Subotica,Gornji Tavankut
Severno-bački okrug,Subotica,Donji Tavankut
Severno-bački okrug,Subotica,Đurđin
Severno-bački okrug,Subotica,Kelebija
Severno-bački okrug,Subotica,Ljutovo
Severno-bački okrug,Subotica,Mala Bosna
Severno-bački okrug,Subotica,Mišićevo
Severno-bački okrug,Subotica,Novi Žednik
Severno-bački okrug,Subotica,Palić
Severno-bački okrug,Subotica,Stari Žednik
Severno-bački okrug,Subotica,Subotica
Severno-bački okrug,Subotica,Hajdukovo
Severno-bački okrug,Subotica,Čantavir
Severno-bački okrug,Subotica,Šupljak
Srednje-banatski okrug, Žitište,Banatski Dvor
Srednje-banatski okrug, Žitište,Banatsko Višnjićevo
Srednje-banatski okrug, Žitište,Banatsko Karađorđevo
Srednje-banatski okrug, Žitište,Torak
Srednje-banatski okrug, Žitište,Žitište
Srednje-banatski okrug, Žitište,Međa
Srednje-banatski okrug, Žitište,Novi Itebej
Srednje-banatski okrug, Žitište,Ravni Topolovac
Srednje-banatski okrug, Žitište,Srpski Itebej
Srednje-banatski okrug, Žitište,Torda
Srednje-banatski okrug, Žitište,Hetin
Srednje-banatski okrug, Žitište,Čestereg
Srednje-banatski okrug,Zrenjanin,Aradac
Srednje-banatski okrug,Zrenjanin,Banatski Despotovac
Srednje-banatski okrug,Zrenjanin,Belo Blato
Srednje-banatski okrug,Zrenjanin,Botoš
Srednje-banatski okrug,Zrenjanin,Elemir
Srednje-banatski okrug,Zrenjanin,Ečka
Srednje-banatski okrug,Zrenjanin,Zrenjanin
Srednje-banatski okrug,Zrenjanin,Jankov Most
Srednje-banatski okrug,Zrenjanin,Klek
Srednje-banatski okrug,Zrenjanin,Knićanin
Srednje-banatski okrug,Zrenjanin,Lazarevo
Srednje-banatski okrug,Zrenjanin,Lukino Selo
Srednje-banatski okrug,Zrenjanin,Lukićevo
Srednje-banatski okrug,Zrenjanin,Melenci
Srednje-banatski okrug,Zrenjanin,Mihajlovo
Srednje-banatski okrug,Zrenjanin,Orlovat
Srednje-banatski okrug,Zrenjanin,Perlez
Srednje-banatski okrug,Zrenjanin,Stajićevo
Srednje-banatski okrug,Zrenjanin,Taraš
Srednje-banatski okrug,Zrenjanin,Tomaševac
Srednje-banatski okrug,Zrenjanin,Farkaždin
Srednje-banatski okrug,Zrenjanin,Čenta
Srednje-banatski okrug, Nova Crnja,Aleksandrovo
Srednje-banatski okrug, Nova Crnja,Vojvoda Stepa
Srednje-banatski okrug, Nova Crnja,Nova Crnja
Srednje-banatski okrug, Nova Crnja,Radojevo
Srednje-banatski okrug, Nova Crnja,Srpska Crnja
Srednje-banatski okrug, Nova Crnja,Toba
Srednje-banatski okrug, Novi Bečej,Bočar
Srednje-banatski okrug, Novi Bečej,Kumane
Srednje-banatski okrug, Novi Bečej, Novi Bečej
Srednje-banatski okrug, Novi Bečej,Novo Miloševo
Srednje-banatski okrug,Sečanj,Banatska Dubica
Srednje-banatski okrug,Sečanj,Boka
Srednje-banatski okrug,Sečanj,Busenje
Srednje-banatski okrug,Sečanj,Jarkovac
Srednje-banatski okrug,Sečanj,Jaša Tomić
Srednje-banatski okrug,Sečanj,Konak
Srednje-banatski okrug,Sečanj,Krajišnik
Srednje-banatski okrug,Sečanj,Neuzina
Srednje-banatski okrug,Sečanj,Sečanj
Srednje-banatski okrug,Sečanj,Sutjeska
Srednje-banatski okrug,Sečanj,Šurjan
Severno-banatski okrug , Ada,Ada
Severno-banatski okrug , Ada,Mol
Severno-banatski okrug , Ada,Obornjača
Severno-banatski okrug , Ada,Sterijino
Severno-banatski okrug , Ada,Utrine
Severno-banatski okrug , Kanjiža,Adorjan
Severno-banatski okrug , Kanjiža,Velebit
Severno-banatski okrug , Kanjiža,Doline
Severno-banatski okrug , Kanjiža,Zimonić
Severno-banatski okrug , Kanjiža,Kanjiža
Severno-banatski okrug , Kanjiža,Male Pijace
Severno-banatski okrug , Kanjiža,Mali Pesak
Severno-banatski okrug , Kanjiža,Martonoš
Severno-banatski okrug , Kanjiža,Novo Selo
Severno-banatski okrug , Kanjiža,Orom
Severno-banatski okrug , Kanjiža,Totovo Selo
Severno-banatski okrug , Kanjiža,Trešnjevac
Severno-banatski okrug , Kanjiža,Horgoš
Severno-banatski okrug , Kikinda,Banatska Topola
Severno-banatski okrug , Kikinda,Banatsko Veliko Selo
Severno-banatski okrug , Kikinda,Bašaid
Severno-banatski okrug , Kikinda,Iđoš
Severno-banatski okrug , Kikinda,Kikinda
Severno-banatski okrug , Kikinda,Mokrin
Severno-banatski okrug , Kikinda,Nakovo
Severno-banatski okrug , Kikinda,Novi Kozarci
Severno-banatski okrug , Kikinda,Rusko Selo
Severno-banatski okrug , Kikinda,Sajan
Severno-banatski okrug , Novi Kneževac,Banatsko Aranđelovo
Severno-banatski okrug , Novi Kneževac,Đala
Severno-banatski okrug , Novi Kneževac,Majdan
Severno-banatski okrug , Novi Kneževac,Novi Kneževac
Severno-banatski okrug , Novi Kneževac,Podlokanj
Severno-banatski okrug , Novi Kneževac,Rabe
Severno-banatski okrug , Novi Kneževac,Siget
Severno-banatski okrug , Novi Kneževac,Srpski Krstur
Severno-banatski okrug , Novi Kneževac,Filić
Severno-banatski okrug , Senta,Bogaraš
Severno-banatski okrug , Senta,Gornji Breg
Severno-banatski okrug , Senta,Kevi
Severno-banatski okrug , Senta,Senta
Severno-banatski okrug , Senta,Tornjoš
Severno-banatski okrug ,Čoka,Banatski Monoštor
Severno-banatski okrug ,Čoka,Vrbica
Severno-banatski okrug ,Čoka,Jazovo
Severno-banatski okrug ,Čoka,Ostojićevo
Severno-banatski okrug ,Čoka,Padej
Severno-banatski okrug ,Čoka,Sanad
Severno-banatski okrug ,Čoka,Crna Bara
Severno-banatski okrug ,Čoka,Čoka
Južno-banatski okrug, Alibunar,Alibunar
Južno-banatski okrug, Alibunar,Banatski Karlovac
Južno-banatski okrug, Alibunar,Vladimirovac
Južno-banatski okrug, Alibunar,Dobrica
Južno-banatski okrug, Alibunar,Ilandža
Južno-banatski okrug, Alibunar,Janošik
Južno-banatski okrug, Alibunar,Lokve
Južno-banatski okrug, Alibunar,Nikolinci
Južno-banatski okrug, Alibunar,Novi Kozjak
Južno-banatski okrug, Alibunar,Seleuš
Južno-banatski okrug, Bela Crkva,Banatska Palanka
Južno-banatski okrug, Bela Crkva,Banatska Subotica
Južno-banatski okrug, Bela Crkva,Bela Crkva
Južno-banatski okrug, Bela Crkva,Vračev Gaj
Južno-banatski okrug, Bela Crkva,Grebenac
Južno-banatski okrug, Bela Crkva,Dobričevo
Južno-banatski okrug, Bela Crkva,Dupljaja
Južno-banatski okrug, Bela Crkva,Jasenovo
Južno-banatski okrug, Bela Crkva,Kajtasovo
Južno-banatski okrug, Bela Crkva,Kaluđerovo
Južno-banatski okrug, Bela Crkva,Kruščica
Južno-banatski okrug, Bela Crkva,Kusić
Južno-banatski okrug, Bela Crkva,Crvena Crkva
Južno-banatski okrug, Bela Crkva,Češko Selo
Južno-banatski okrug, Vršac,Vatin
Južno-banatski okrug, Vršac,Veliko Središte
Južno-banatski okrug, Vršac,Vlajkovac
Južno-banatski okrug, Vršac,Vojvodinci
Južno-banatski okrug, Vršac,Vršac
Južno-banatski okrug, Vršac,Vršački Ritovi
Južno-banatski okrug, Vršac,Gudurica
Južno-banatski okrug, Vršac,Zagajica
Južno-banatski okrug, Vršac,Izbište
Južno-banatski okrug, Vršac,Jablanka
Južno-banatski okrug, Vršac,Kuštilj
Južno-banatski okrug, Vršac,Mali Žam
Južno-banatski okrug, Vršac,Malo Središte
Južno-banatski okrug, Vršac,Markovac
Južno-banatski okrug, Vršac,Mesić
Južno-banatski okrug, Vršac,Orešac
Južno-banatski okrug, Vršac,Pavliš
Južno-banatski okrug, Vršac,Parta
Južno-banatski okrug, Vršac,Potporanj
Južno-banatski okrug, Vršac,Ritiševo
Južno-banatski okrug, Vršac,Sočica
Južno-banatski okrug, Vršac,Straža
Južno-banatski okrug, Vršac,Uljma
Južno-banatski okrug, Vršac,Šušara
Južno-banatski okrug,Kovačica,Debeljača
Južno-banatski okrug,Kovačica,Idvor
Južno-banatski okrug,Kovačica,Kovačica
Južno-banatski okrug,Kovačica,Padina
Južno-banatski okrug,Kovačica,Putnikovo
Južno-banatski okrug,Kovačica,Samoš
Južno-banatski okrug,Kovačica,Uzdin
Južno-banatski okrug,Kovačica,Crepaja
Južno-banatski okrug,Kovin,Bavanište
Južno-banatski okrug,Kovin,Gaj
Južno-banatski okrug,Kovin,Deliblato
Južno-banatski okrug,Kovin,Dubovac
Južno-banatski okrug,Kovin,Kovin
Južno-banatski okrug,Kovin,Malo Bavanište
Južno-banatski okrug,Kovin,Mramorak
Južno-banatski okrug,Kovin,Pločica
Južno-banatski okrug,Kovin,Skorenovac
Južno-banatski okrug,Kovin,Šumarak
Južno-banatski okrug,Opovo,Baranda
Južno-banatski okrug,Opovo,Opovo
Južno-banatski okrug,Opovo,Sakule
Južno-banatski okrug,Opovo,Sefkerin
Južno-banatski okrug,Pančevo,Banatski Brestovac
Južno-banatski okrug,Pančevo,Banatsko Novo Selo
Južno-banatski okrug,Pančevo,Glogonj
Južno-banatski okrug,Pančevo,Dolovo
Južno-banatski okrug,Pančevo,Ivanovo
Južno-banatski okrug,Pančevo,Jabuka
Južno-banatski okrug,Pančevo,Kačarevo
Južno-banatski okrug,Pančevo,Omoljica
Južno-banatski okrug,Pančevo,Pančevo
Južno-banatski okrug,Pančevo,Starčevo
Južno-banatski okrug,Plandište,Banatski Sokolac
Južno-banatski okrug,Plandište,Barice
Južno-banatski okrug,Plandište,Velika Greda
Južno-banatski okrug,Plandište,Veliki Gaj
Južno-banatski okrug,Plandište,Dužine
Južno-banatski okrug,Plandište,Jermenovci
Južno-banatski okrug,Plandište,Kupinik
Južno-banatski okrug,Plandište,Laudonovac
Južno-banatski okrug,Plandište,Margita
Južno-banatski okrug,Plandište,Markovićevo
Južno-banatski okrug,Plandište,Miletićevo
Južno-banatski okrug,Plandište,Plandište
Južno-banatski okrug,Plandište,Stari Lec
Južno-banatski okrug,Plandište,Hajdučica
Zapadno-bački okrug,Apatin,Apatin
Zapadno-bački okrug,Apatin,Kupusina
Zapadno-bački okrug,Apatin,Prigrevica
Zapadno-bački okrug,Apatin,Svilojevo
Zapadno-bački okrug,Apatin,Sonta
Zapadno-bački okrug,Kula,Kruščić
Zapadno-bački okrug,Kula,Kula
Zapadno-bački okrug,Kula,Lipar
Zapadno-bački okrug,Kula,Nova Crvenka
Zapadno-bački okrug,Kula,Ruski Krstur
Zapadno-bački okrug,Kula,Sivac
Zapadno-bački okrug,Kula,Crvenka
Zapadno-bački okrug,Odžaci,Bački Brestovac
Zapadno-bački okrug,Odžaci,Bački Gračac
Zapadno-bački okrug,Odžaci,Bogojevo
Zapadno-bački okrug,Odžaci,Deronje
Zapadno-bački okrug,Odžaci,Karavukovo
Zapadno-bački okrug,Odžaci,Lalić
Zapadno-bački okrug,Odžaci,Odžaci
Zapadno-bački okrug,Odžaci,Ratkovo
Zapadno-bački okrug,Odžaci,Srpski Miletić
Zapadno-bački okrug, Sombor,Aleksa Šantić
Zapadno-bački okrug, Sombor,Bački Breg
Zapadno-bački okrug, Sombor,Bački Monoštor
Zapadno-bački okrug, Sombor,Bezdan
Zapadno-bački okrug, Sombor,Gakovo
Zapadno-bački okrug, Sombor,Doroslovo
Zapadno-bački okrug, Sombor,Kljajićevo
Zapadno-bački okrug, Sombor,Kolut
Zapadno-bački okrug, Sombor,Rastina
Zapadno-bački okrug, Sombor,Riđica
Zapadno-bački okrug, Sombor,Svetozar Miletić
Zapadno-bački okrug, Sombor,Sombor
Zapadno-bački okrug, Sombor,Stanišić
Zapadno-bački okrug, Sombor,Stapar
Zapadno-bački okrug, Sombor,Telečka
Zapadno-bački okrug, Sombor,Čonoplja
Južno-bački okrug,Bač,Bač
Južno-bački okrug,Bač,Bačko Novo Selo
Južno-bački okrug,Bač,Bođani
Južno-bački okrug,Bač,Vajska
Južno-bački okrug,Bač,Plavna
Južno-bački okrug,Bač,Selenča
Južno-bački okrug,Bačka Palanka,Bačka Palanka
Južno-bački okrug,Bačka Palanka,Vizić
Južno-bački okrug,Bačka Palanka,Gajdobra
Južno-bački okrug,Bačka Palanka,Despotovo
Južno-bački okrug,Bačka Palanka,Karađorđevo
Južno-bački okrug,Bačka Palanka,Mladenovo
Južno-bački okrug,Bačka Palanka,Neštin
Južno-bački okrug,Bačka Palanka,Nova Gajdobra
Južno-bački okrug,Bačka Palanka,Obrovac
Južno-bački okrug,Bačka Palanka,Parage
Južno-bački okrug,Bačka Palanka,Pivnice
Južno-bački okrug,Bačka Palanka,Silbaš
Južno-bački okrug,Bačka Palanka,Tovariševo
Južno-bački okrug,Bačka Palanka,Čelarevo
Južno-bački okrug,Bački Petrovac,Bački Petrovac
Južno-bački okrug,Bački Petrovac,Gložan
Južno-bački okrug,Bački Petrovac,Kulpin
Južno-bački okrug,Bački Petrovac,Maglić
Južno-bački okrug, Beočin,Banoštor
Južno-bački okrug, Beočin, Beočin
Južno-bački okrug, Beočin,Grabovo
Južno-bački okrug, Beočin,Lug
Južno-bački okrug, Beočin,Rakovac
Južno-bački okrug, Beočin,Sviloš
Južno-bački okrug, Beočin,Susek
Južno-bački okrug, Beočin,Čerević
Južno-bački okrug,Bečej,Bačko Gradište
Južno-bački okrug,Bečej,Bačko Petrovo Selo
Južno-bački okrug,Bečej,Bečej
Južno-bački okrug,Bečej,Mileševo
Južno-bački okrug,Bečej,Radičević
Južno-bački okrug,Vrbas,Bačko Dobro Polje
Južno-bački okrug,Vrbas,Vrbas
Južno-bački okrug,Vrbas,Zmajevo
Južno-bački okrug,Vrbas,Kosančić
Južno-bački okrug,Vrbas,Kucura
Južno-bački okrug,Vrbas,Ravno Selo
Južno-bački okrug,Vrbas,Savino Selo
Južno-bački okrug,Žabalj,Gospođinci
Južno-bački okrug,Žabalj,Đurđevo
Južno-bački okrug,Žabalj,Žabalj
Južno-bački okrug,Žabalj,Čurug
Južno-bački okrug,Novi Sad - grad,Begeč
Južno-bački okrug,Novi Sad - grad,Budisava
Južno-bački okrug,Novi Sad - grad,Bukovac
Južno-bački okrug,Novi Sad - grad,Veternik
Južno-bački okrug,Novi Sad - grad,Kać
Južno-bački okrug,Novi Sad - grad,Kisač
Južno-bački okrug,Novi Sad - grad,Kovilj
Južno-bački okrug,Novi Sad - grad,Ledinci
Južno-bački okrug,Novi Sad - grad,Novi Sad
Južno-bački okrug,Novi Sad - grad,Petrovaradin
Južno-bački okrug,Novi Sad - grad,Rumenka
Južno-bački okrug,Novi Sad - grad,Sremska Kamenica
Južno-bački okrug,Novi Sad - grad,Stari Ledinci 
Južno-bački okrug,Novi Sad - grad,Stepanovićevo
Južno-bački okrug,Novi Sad - grad,Futog
Južno-bački okrug,Novi Sad - grad,Čenej
Južno-bački okrug,Srbobran,Nadalj
Južno-bački okrug,Srbobran,Srbobran
Južno-bački okrug,Srbobran,Turija
Južno-bački okrug,Sremski Karlovci,Sremski Karlovci
Južno-bački okrug,Temerin,Bački Jarak
Južno-bački okrug,Temerin,Sirig
Južno-bački okrug,Temerin,Temerin
Južno-bački okrug,Titel,Vilovo
Južno-bački okrug,Titel,Gardinovci
Južno-bački okrug,Titel,Lok
Južno-bački okrug,Titel,Mošorin
Južno-bački okrug,Titel,Titel
Južno-bački okrug,Titel,Šajkaš
Sremski okrug,Inđija,Beška
Sremski okrug,Inđija,Inđija
Sremski okrug,Inđija,Jarkovci
Sremski okrug,Inđija,Krčedin
Sremski okrug,Inđija,Ljukovo
Sremski okrug,Inđija,Maradik
Sremski okrug,Inđija,Novi Karlovci
Sremski okrug,Inđija,Novi Slankamen
Sremski okrug,Inđija,Slankamenački Vinogradi
Sremski okrug,Inđija,Stari Slankamen
Sremski okrug,Inđija,Čortanovci
Sremski okrug,Irig,Velika Remeta
Sremski okrug,Irig,Vrdnik
Sremski okrug,Irig,Grgetek
Sremski okrug,Irig,Dobrodol
Sremski okrug,Irig,Irig
Sremski okrug,Irig,Jazak
Sremski okrug,Irig,Krušedol Prnjavor
Sremski okrug,Irig,Krušedol Selo
Sremski okrug,Irig,Mala Remeta
Sremski okrug,Irig,Neradin
Sremski okrug,Irig,Rivica
Sremski okrug,Irig,Šatrinci
Sremski okrug,Pećinci,Ašanja
Sremski okrug,Pećinci,Brestač
Sremski okrug,Pećinci,Deč
Sremski okrug,Pećinci,Donji Tovarnik
Sremski okrug,Pećinci,Karlovčić
Sremski okrug,Pećinci,Kupinovo
Sremski okrug,Pećinci,Obrež
Sremski okrug,Pećinci,Ogar
Sremski okrug,Pećinci,Pećinci
Sremski okrug,Pećinci,Popinci
Sremski okrug,Pećinci,Prhovo
Sremski okrug,Pećinci,Sibač
Sremski okrug,Pećinci,Sremski Mihaljevci
Sremski okrug,Pećinci,Subotište
Sremski okrug,Pećinci,Šimanovci
Sremski okrug,Ruma,Buđanovci
Sremski okrug,Ruma,Vitojevci
Sremski okrug,Ruma,Voganj
Sremski okrug,Ruma,Grabovci
Sremski okrug,Ruma,Dobrinci
Sremski okrug,Ruma,Donji Petrovci
Sremski okrug,Ruma,Žarkovac
Sremski okrug,Ruma,Klenak
Sremski okrug,Ruma,Kraljevci
Sremski okrug,Ruma,Mali Radinci
Sremski okrug,Ruma,Nikinci
Sremski okrug,Ruma,Pavlovci
Sremski okrug,Ruma,Platičevo
Sremski okrug,Ruma,Putinci
Sremski okrug,Ruma,Ruma
Sremski okrug,Ruma,Stejanovci
Sremski okrug,Ruma,Hrtkovci
Sremski okrug,Sremska Mitrovica,Bešenovački Prnjavor
Sremski okrug,Sremska Mitrovica,Bešenovo
Sremski okrug,Sremska Mitrovica,Bosut
Sremski okrug,Sremska Mitrovica,Veliki Radinci
Sremski okrug,Sremska Mitrovica,Grgurevci
